Case Diameter (mm),Case Thickness (mm),Band Width (mm),Case Material,Strap Material,Movement Type,Water Resistance,Dial Color,Crystal Material,Predicted Price (USD)
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Red,,5052.071428571428
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Red,,5052.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Red,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,Beige,,5052.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Titanium,,,,Skeleton,,6414.5
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Titanium,,,,Skeleton,,6414.5
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Titanium,,,,Skeleton,,6414.5
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Titanium,,,,Skeleton,,6414.5
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Red Gold,,,,Skeleton,,6918.833333333332
,,,Rose Gold,,,,White,,9681.333333333332
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Rose Gold,,,,Beige,,9352.833333333332
,,,Rose Gold,,,,Blue,,9360.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Blue,,6916.833333333332
,,,Red Gold,,,,Grey,,6918.833333333332
,,,Palladium,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Palladium,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Rose Gold,,,,Black,,8770.833333333332
,,,Red Gold,,,,Beige,,6918.833333333332
,,,Red Gold,,,,Skeleton,,6918.833333333332
,,,Rose Gold,,,,Bilgi Yok,,9352.833333333332
,,,Rose Gold,,,,Black,,8770.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Rose Gold,,,,Silver,,10108.476190476189
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Rose Gold,,,,Silver,,10108.476190476189
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Rose Gold,,,,Black,,8770.833333333332
,,,Rose Gold,,,,Silver,,10108.476190476189
,,,White Gold,,,,White,,7571.333333333332
,,,Rose Gold,,,,Beige,,9352.833333333332
,,,Rose Gold,,,,White,,9681.333333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Rose Gold,,,,Black,,8770.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Skeleton,,5052.071428571428
,,,Rose Gold,,,,Silver,,10108.476190476189
,,,Rose Gold,,,,Black,,8770.833333333332
,,,Rose Gold,,,,Bilgi Yok,,9352.833333333332
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Rose Gold,,,,Bilgi Yok,,9352.833333333332
,,,Rose Gold,,,,Skeleton,,9352.833333333332
,,,Rose Gold,,,,White,,9681.333333333332
,,,Red Gold,,,,Skeleton,,6918.833333333332
,,,Rose Gold,,,,Silver,,10108.476190476189
,,,Rose Gold,,,,Grey,,9352.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Sand Gold,,,,Blue,,6916.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Sapphire,,,,Skeleton,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Meteorite,,,,Grey,,6918.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Aventurine,,,,Blue,,6916.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Beige,,6918.833333333332
,,,White Gold,,,,Red,,6828.833333333332
,,,White Gold,,,,Multi-Color,,6828.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Multi-Color,,6918.833333333332
,,,Pink Gold,,,,Purple,,6918.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Aventurine,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Sapphire,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,White Gold,,,,Beige,,6828.833333333332
,,,Pink Gold,,,,Purple,,6918.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Green,,6918.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Sapphire,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Red,,6828.833333333332
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Red Gold,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,White Gold,,,,Red,,6828.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,Onyx,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Beige,,6918.833333333332
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Multi-Color,,6828.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,White Gold,,,,Blue,,6826.833333333332
,,,Red Gold,,,,Black,,6676.833333333332
,,,Red Gold,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Bilgi Yok,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,White Gold,,,,Blue,,6826.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Red Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Aventurine,,,,Green,,6918.833333333332
,,,Pink Gold,,,,Green,,6918.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Bilgi Yok,,,,Beige,,6918.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,Red Gold,,,,Blue,,6916.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sapphire,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Purple,,6918.833333333332
,,,Diamond,,,,Diamonds,,6918.833333333332
,,,Diamond,,,,Diamonds,,6918.833333333332
,,,White Gold,,,,Grey,,6828.833333333332
,,,Pink Gold,,,,Multi-Color,,6918.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Purple,,6918.833333333332
,,,Diamond,,,,Diamonds,,6918.833333333332
,,,Pink Gold,,,,Green,,6918.833333333332
,,,Pink Gold,,,,Purple,,6918.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Sapphire,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Beige,,6918.833333333332
,,,White Gold,,,,Red,,6828.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Purple,,6918.833333333332
,,,Bilgi Yok,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Diamond,,,,Diamonds,,6918.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,Red Gold,,,,Green,,6918.833333333332
,,,Yellow Gold,,,,Green,,6918.833333333332
,,,White Gold,,,,Red,,6828.833333333332
,,,Pink Gold,,,,Blue,,6916.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,White Gold,,,,Mirror,,6828.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,White Gold,,,,Mirror,,6828.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,Platinum,,,,Skeleton,,6918.833333333332
,,,Platinum,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Brown,,6918.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Grey,,6828.833333333332
,,,Titanium,,,,See-through,,6414.5
,,,White Gold,,,,Silver,,7778.476190476189
,,,White Gold,,,,Beige,,6828.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Platinum,,,,Grey,,6918.833333333332
,,,Platinum,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,Grey,,6918.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Platinum,,,,See-through,,6918.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,Blue,,6916.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Platinum,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,Platinum,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,Blue,,6916.833333333332
,,,Platinum,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Platinum,,,,Silver,,7868.476190476189
,,,Platinum,,,,See-through,,6918.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,See-through,,6918.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,Blue,,6916.833333333332
,,,Platinum,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,Black,,6676.833333333332
,,,Diamond,,,,Paved,,6918.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Platinum,,,,Black,,6676.833333333332
,,,Platinum,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Titanium,,,,See-through,,6414.5
,,,Diamond,,,,Paved,,6918.833333333332
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,White,,7661.333333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Platinum,,,,Silver,,7868.476190476189
,,,Platinum,,,,White,,7661.333333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Pink Gold,,,,Brown,,6918.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,White Gold,,,,Silver,,7778.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,White Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,Paved,,6918.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Titanium,,,,Grey,,6414.5
,,,White Gold,,,,Blue,,6826.833333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,Platinum,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,Brown,,6918.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,Multi-Color,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,White Gold,,,,Paved,,6828.833333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,Pink,,6918.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Blue,,6826.833333333332
,,,White Gold,,,,Skeleton,,6828.833333333332
,,,Pink Gold,,,,Black,,6676.833333333332
,,,Pink Gold,,,,White,,7661.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Pink Gold,,,,Skeleton,,6918.833333333332
,,,Pink Gold,,,,Silver,,7868.476190476189
,,,Pink Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Blue,,5032.071428571428
